,Bacteroides,Faecalibacterium,Prevotella,Roseburia,Ruminococcus,Bifidobacterium,Akkermansia,Lactobacillus,Clostridium,Escherichia,Enterococcus,Streptococcus,Dorea,Eubacterium,Coprococcus,Dialister,Parabacteroides,Alistipes,Veillonella,Anaerostipes,Phascolarctobacterium,Sutterella,Butyricicoccus,Oscillibacter,Bilophila,Hyphomicrobium,Megasphaera,Pseudobutyrivibrio,Mitsuokella,Holdemanella,Blautia,Gemmiger,Sarcina,Odoribacter,Christensenella,Anaerovorax,Butyricimonas,Lachnospira,Coprobacillus,Pectinatus
Sample_011,0.01918179355188296,0.03142779734489298,0.01717691682470875,0.08837713356813871,0.05711189379571932,0.012625304795448388,0.03386616093199675,0.0239501490111081,0.0031427797344892984,0.016689244107287997,0.020590625846654022,0.0004334868599295584,0.04399891628285017,0.01614738553237605,0.0667027905716608,0.01679761582227039,0.014630181522622595,0.035600108371714984,0.05499864535356272,0.013492278515307505,0.018531563261988623,0.0028718504470333244,0.012679490652939582,0.006448117041452181,0.01647250067732322,0.0322947710647521,0.08658900027092929,0.005093470604172311,0.043890544567867784,0.03895963153616906,0.011541587645624492,0.002492549444594961,0.03684638309401246,0.04421565971281496,0.026713627743159035,0.003305337306962883,0.0018423191547006232,0.007369276618802493,0.010241127065835817,0.004659983744242753
Sample_012,0.016680032076984763,0.028869286287089013,0.014167334937182571,0.09361133386794974,0.056295108259823576,0.013900026730820636,0.03870622828120823,0.018978882651697407,0.00400962309542903,0.013579256883186314,0.01801657310879444,0.00048115477145148355,0.03908045977011494,0.020101577118417535,0.06853782411120021,0.01256348569901096,0.015610799251537022,0.04292969794172681,0.043945469125902165,0.015236567762630313,0.02111734830259289,0.004651162790697674,0.014274258219727345,0.00946271050521251,0.014167334937182571,0.024164661855118952,0.08238438920074846,0.006415396952686447,0.04854317027532745,0.04271585137663726,0.01566426089280941,0.0016038492381716118,0.034856990109596364,0.050307404437316225,0.026623897353648757,0.0031542368350708366,0.00272654370489174,0.0056134723336006415,0.011333867949746057,0.00491847099705961
Sample_013,0.01423434222355409,0.032664069523524124,0.012735990410548396,0.09814204375187294,0.05753670961941864,0.013934671860952952,0.03596044351213665,0.025022475277195085,0.003146538807311957,0.017380881030866047,0.01917890320647288,0.0010488462691039856,0.03476176206173209,0.018729397662571173,0.06727599640395565,0.011237638597542702,0.018729397662571173,0.038058136050344624,0.05064429127959245,0.013035660773149535,0.022025771651183697,0.006293077614623914,0.012286484866646689,0.005394066526820497,0.012735990410548396,0.03251423434222355,0.07596643691938867,0.009889121965837579,0.05858555588852263,0.033113575067425835,0.018130056937368893,0.001198681450404555,0.024722804914593947,0.047347917290979924,0.02382379382679053,0.005394066526820497,0.0010488462691039856,0.006143242433323344,0.013485166317051244,0.006442912795924483
Sample_014,0.015454828337309408,0.0330878539570584,0.012187532413650037,0.08681672025723473,0.0594855305466238,0.01597344673789026,0.03453998547868478,0.01882584794108495,0.004771289285343844,0.014469453376205787,0.0165439269785292,0.0005704802406389379,0.047453583653148015,0.016492065138471113,0.06041904366766933,0.014469453376205787,0.015299242817135152,0.03806659060263458,0.049320609895239086,0.015299242817135152,0.01882584794108495,0.004511980085053418,0.009698164090861943,0.0072606576081319365,0.01379524945545068,0.029042630432527746,0.08546831241572451,0.009231407530339176,0.05046157037651696,0.039985478684783735,0.018359091380562183,0.001763302561974899,0.03677004460118245,0.046260761331812054,0.027227466030494762,0.0036303288040659683,0.003993361684472565,0.007882999688828959,0.011876361373301525,0.004408256404937247
Sample_015,0.01712538226299694,0.029602446483180427,0.017492354740061163,0.09162079510703364,0.046850152905198776,0.015045871559633028,0.036941896024464835,0.019449541284403668,0.005504587155963303,0.01308868501529052,0.01529051987767584,0.0004892966360856269,0.045015290519877675,0.018837920489296636,0.06972477064220184,0.013944954128440367,0.014067278287461774,0.0344954128440367,0.05553516819571865,0.014067278287461774,0.015535168195718655,0.004036697247706422,0.009908256880733945,0.005382262996941896,0.01871559633027523,0.03168195718654434,0.07681957186544343,0.0070948012232415906,0.04856269113149847,0.039755351681957186,0.01724770642201835,0.002568807339449541,0.04097859327217125,0.050275229357798164,0.02666666666666667,0.003669724770642202,0.0011009174311926607,0.006483180428134556,0.011498470948012233,0.007828746177370031
Sample_016,0.018005540166204988,0.03146022952117135,0.01187178472497032,0.09279778393351801,0.04986149584487535,0.012663237039968342,0.03442817570241393,0.02176493866244559,0.0031658092599920855,0.01404827859121488,0.019390581717451522,0.0009893153937475267,0.04610209734863475,0.018401266323703997,0.07063711911357341,0.015037593984962405,0.019786307874950535,0.03482390185991294,0.04847645429362881,0.021567075583696083,0.01444400474871389,0.006925207756232687,0.01662049861495845,0.004748713889988128,0.016224772457459437,0.028690146418678276,0.08191531460229522,0.006133755441234665,0.04550850811238623,0.037989711119905026,0.01820340324495449,0.0013850415512465374,0.036208943411159475,0.04748713889988128,0.02374356944994064,0.00296794618124258,0.0019786307874950534,0.005342303126236644,0.012663237039968342,0.00554016620498615
Sample_017,0.010907788486585048,0.03516540765824434,0.017745506642354778,0.08696926282886168,0.05727402969523313,0.010842667361292004,0.03923547798905965,0.022173743162281843,0.003353737952591821,0.016117478510028652,0.021164365720239647,0.0011396196926282886,0.046691846835113314,0.016182599635321697,0.06261396196926283,0.012014847616566814,0.01041938004688721,0.03373274290179734,0.0488408439697838,0.016084917947382132,0.022857514977858817,0.0035165407658244332,0.012145089867152905,0.01120083355040375,0.014098723625944257,0.025625162802813232,0.08537379525918208,0.008302943474863246,0.051282886168272986,0.046887210210992444,0.014424329252409482,0.0030281323261265956,0.029988278197447253,0.05382261005470174,0.025136754363115396,0.003060692888773118,0.000553529564990883,0.0028327689502474604,0.009442563167491534,0.0077494139098723625
Sample_018,0.013223182127295167,0.03438027353096743,0.012820189910082361,0.08107699670050122,0.0553862428531849,0.01508702113190439,0.04440470493413596,0.023348361584766893,0.003324685792005642,0.02077928620003526,0.025035891494345517,0.000629675339395008,0.04825831801123341,0.02284462131325089,0.051759312898269655,0.013323930181598368,0.019696244616275848,0.0315089539833262,0.05339646878069667,0.013978792534569176,0.0158174445256026,0.005364833891645468,0.011686774299171348,0.00634712742110168,0.02072891217288366,0.02868800846283656,0.0870715059315417,0.006498249502556482,0.0472508374682014,0.03710047099715387,0.015288517240510793,0.0018134649774576227,0.03873762687958089,0.04934135959499282,0.02062816411858046,0.0025942623983074326,0.00040299221721280505,0.004911467647281062,0.009923683348865325,0.00554114298667607
Sample_019,0.013716142434815032,0.03896449782938717,0.012650810983567263,0.0984898926678563,0.054038937864543106,0.010786480943883665,0.03334487442405518,0.015740272192185795,0.0041547926598663005,0.018270434388899245,0.02130662902495539,0.0006125655844674674,0.04429115508562601,0.012997043705222788,0.06756864729538978,0.01576690547846699,0.016699070498308786,0.027671984446160813,0.040455961861134045,0.0184835006791488,0.014861373744906384,0.0043678589501158546,0.011665379391163076,0.009508083202386343,0.01667243721202759,0.02519508882200975,0.08538631581750872,0.006072389272112286,0.05025701121261352,0.04394492236397049,0.01885636668708552,0.003915093083335553,0.0369936346445788,0.053506272138919224,0.021386528883798973,0.004421125522678243,0.0023969957653074813,0.005166857538551682,0.01067994779875889,0.008735717900231709
Sample_020,0.013869279960136201,0.03222323727265177,0.010796445477950336,0.09451042272236525,0.059795698031724936,0.012208288348143841,0.029897849015862468,0.017772610248318246,0.0041524790299808986,0.015364172410929324,0.020679345569304876,0.0005813470641973258,0.042853583589402874,0.018187858151316336,0.07100739141267337,0.012374387509343077,0.01719126318412092,0.034299476787642225,0.04949755003737231,0.014450627024333527,0.016692965700523213,0.004982974835977079,0.010796445477950336,0.008637156382360268,0.019184453118511753,0.033468980981646045,0.0827173822772195,0.00979985051075492,0.046175566813387595,0.0425213852670044,0.015613321152728179,0.0010796445477950336,0.036043517980234197,0.04542812058799103,0.024831824599285773,0.004069429449381281,0.002823685740387011,0.0050660244165766964,0.012374387509343077,0.005979569803172494
Sample_021,0.01449027326145245,0.036910262992754864,0.014033886702036626,0.0903645387643334,0.054138855610702266,0.015631239659992014,0.03411489531633293,0.022020651491813568,0.0051913971133550115,0.017228592617947402,0.017970220776998117,0.001140966398539563,0.054709338809972044,0.015574191340065035,0.06400821495806948,0.013064065263277996,0.019909863654515376,0.03434308859604085,0.04609504250099834,0.016544012778823662,0.012493582064008215,0.005933025272405728,0.013976838382109646,0.006617605111529466,0.012265388784300302,0.02652746876604484,0.08523018997090535,0.004221575674596383,0.050373666495521705,0.036625021393119975,0.01237948542415426,0.0031947059159107764,0.03514176507501854,0.05151463289406127,0.02772548348451138,0.004278623994523361,0.0024530777568600604,0.005077300473501055,0.011067374065833762,0.005419590393062924
Sample_022,0.018393844674200528,0.03420293339745131,0.017732628035585476,0.10627554700649194,0.05482087040153883,0.017251743207501804,0.03257994710266891,0.01899495070930512,0.0033060831930752585,0.01274344794421736,0.018754508295263286,0.000721327242125511,0.044842510218802596,0.013164222168790575,0.06744409713873527,0.012322673719644146,0.01749218562154364,0.037268574176484735,0.049170473671555665,0.01586919932676124,0.01821351286366915,0.0045082952632844436,0.011721567684539552,0.0060711709545563835,0.01424621303197884,0.029814859341187785,0.07405626352488578,0.0071531618177446505,0.05337821591728781,0.034683818225534985,0.014186102428468381,0.0020437605193556144,0.04153642702572734,0.04358018754508295,0.02542678528492426,0.00318586198605434,0.0033060831930752585,0.00474873767732628,0.010218802596778072,0.0045684058667949026
Sample_023,0.014315820071215755,0.03593488845287406,0.016023544800523218,0.08974638471041349,0.05998837293801323,0.014061478090255068,0.038841653949567616,0.019984012789768184,0.004759828500835695,0.015732868250853863,0.019947678221059514,0.0014897173170554466,0.0429111256449386,0.017004578155657292,0.06296780757212411,0.014134147227672408,0.015187849720223821,0.036407237846086765,0.043710486156529324,0.014751834895719788,0.015732868250853863,0.004505486519875009,0.009555991570380059,0.006394884092725819,0.012971441028994985,0.029612673497565585,0.07935469805973402,0.006213211249182472,0.05323014315820071,0.04229343797689122,0.014497492914759103,0.002107404985102827,0.040585713247583755,0.04756195043964828,0.023799142504178476,0.004069471695370976,0.0023617469660635127,0.00763025942882058,0.012426422498364944,0.007194244604316547
Sample_024,0.015477771942290464,0.03083196885909358,0.017733016157434583,0.09419506317773178,0.05684451172418054,0.01337699650900553,0.03531156353300998,0.0249621551484445,0.005406407365071519,0.016095647069727208,0.022212610831350985,0.0011121752293861411,0.04813247242732244,0.01686799097902314,0.06015014365596713,0.014087552905557786,0.015261515647687603,0.032870956779634836,0.05242670456300782,0.010751027217399364,0.018690722604961536,0.005004788532237635,0.014489171738391671,0.006951095183663381,0.012388396305106738,0.030337668757144182,0.08579196144459204,0.00617875127436745,0.04912107263122123,0.038802558003027586,0.01124532731934876,0.0022552442151441195,0.03049213753900337,0.048503197503784484,0.02428249250826408,0.005931601223392752,0.00247150050974698,0.006240538787111125,0.011430689857579782,0.00528283233958417
Sample_025,0.01588089330024814,0.031596360628618696,0.014267990074441687,0.0999586435070306,0.05669975186104218,0.007526881720430108,0.036517783291976844,0.022373862696443342,0.005376344086021506,0.017204301075268817,0.017328370554177006,0.001075268817204301,0.04574028122415219,0.015922249793217536,0.06567411083540116,0.017245657568238214,0.014143920595533498,0.032340777502067826,0.04652605459057072,0.015798180314309348,0.019272125723738626,0.005045492142266336,0.013440860215053764,0.0076095947063689,0.01348221670802316,0.03023159636062862,0.07783291976840363,0.00641025641025641,0.05773366418527709,0.03957816377171216,0.017907361455748554,0.0018196856906534326,0.03672456575682382,0.04904880066170389,0.021174524400330852,0.0034325889164598844,0.0016129032258064516,0.0045078577336641855,0.009098428453267164,0.004838709677419355
Sample_026,0.018711348379935516,0.03229557587610339,0.01522279190232042,0.09123103758126751,0.058618320207199114,0.010994238596120302,0.03430413869654844,0.01627993022887045,0.006501400708282679,0.01485279348802791,0.018658491463608012,0.0006871399122575189,0.04122839473545113,0.01627993022887045,0.0655425762461018,0.015011364237010412,0.014429938157407897,0.03599556001902849,0.050531212009091386,0.01855277763095301,0.016914213224800464,0.005285691632750145,0.00983138643691527,0.004651408636820128,0.016227073312542948,0.03134415138220836,0.08895819017918495,0.007822823616470215,0.04873407685395634,0.03826840742111105,0.011311380094085312,0.001849992071462551,0.04540409112532375,0.044241238966118715,0.026005602833130716,0.005391405465405149,0.001849992071462551,0.004704265553147629,0.009567101855277763,0.005708546963370157
Sample_027,0.014937106918238994,0.03786687631027254,0.014019916142557652,0.09460167714884696,0.05241090146750524,0.011530398322851153,0.03210167714884696,0.01978511530398323,0.0041928721174004195,0.013626834381551363,0.01978511530398323,0.0017033542976939203,0.0479559748427673,0.02057127882599581,0.06787211740041929,0.01650943396226415,0.01939203354297694,0.03223270440251572,0.04559748427672956,0.01139937106918239,0.019129979035639413,0.005241090146750524,0.011661425576519916,0.007861635220125786,0.014019916142557652,0.02620545073375262,0.08110587002096437,0.008123689727463312,0.05110062893081761,0.04245283018867924,0.01899895178197065,0.0022274633123689725,0.03747379454926625,0.04939727463312369,0.02240566037735849,0.002620545073375262,0.002882599580712788,0.004848008385744235,0.011268343815513627,0.002882599580712788
Sample_028,0.01355990983180163,0.03329287324432114,0.014253511357724987,0.09859545691000521,0.05715276573608462,0.013421189526616958,0.03433327553320617,0.022507369516212936,0.0031905670192474422,0.012970348534766777,0.020565285243627537,0.0007629616785156928,0.04407837697242934,0.019074041962892318,0.06596150511531125,0.015259233570313854,0.01869256112363447,0.033188833015432635,0.04726894399167678,0.018761921276226806,0.018172359979191956,0.0034680076296167853,0.010508063117738858,0.0059302930466447025,0.014981792959944512,0.028125541876192126,0.08018033639674008,0.008947459684411305,0.048864227501300504,0.039327206519854344,0.013767990289578638,0.0022195248829547424,0.03911912606207733,0.045743020634645394,0.025732616611756545,0.0032599271718397782,0.00225420495925091,0.007490896479972256,0.010404022888850355,0.0046124501473903245
Sample_029,0.014603385330235646,0.039384887708817345,0.015709702400708042,0.09669211195928754,0.05255006084743888,0.015488438986613564,0.03706162186082531,0.02223697311649519,0.005531585352361987,0.01283327801747981,0.018364863369841798,0.0022126341409447947,0.04790352915145481,0.017922336541652838,0.06306007301692665,0.011284434118818453,0.013828963380904967,0.03407456577054984,0.04535899988936829,0.014824648744330125,0.019139285319172476,0.003982741453700631,0.01736917800641664,0.0086292731496847,0.018254231662794558,0.0247815023785817,0.07699966810487886,0.005974112180550946,0.05199690231220268,0.0334107755282664,0.011726960947007412,0.0027657926761809936,0.03816793893129771,0.04491647306117933,0.029317402367518532,0.004867795110078548,0.0023232658479920344,0.004646531695984069,0.01239075118929085,0.007412324372165062
Sample_030,0.014905049315471808,0.03268070072133078,0.019137347269247755,0.09193287207419402,0.0545782423082585,0.013028117179449433,0.03190784631238039,0.018658913587516562,0.004489916090092742,0.01413219490652142,0.022118357132342118,0.0017297217724127779,0.046665685264242605,0.01939496540556455,0.06679670248785514,0.015861916678934197,0.01637715295156779,0.03418960694832916,0.05064036508170175,0.014647431179155013,0.01637715295156779,0.005667598998969527,0.01328573531576623,0.0069188870896511115,0.018401295451199763,0.02874282349477403,0.07268511703223907,0.007213307816870308,0.05030914176358016,0.0390107463565435,0.014095392315619019,0.001177682908876785,0.03694980126600913,0.054467834535551304,0.025909023995289267,0.002502576181363168,0.002244958045046371,0.0061460326807007215,0.008059767407625497,0.0059620197261887236
Sample_031,0.012416384129020434,0.03559974342527261,0.016814808027123613,0.08957207000824705,0.062998258957207,0.012782919453862366,0.0327132777421424,0.018830752313754237,0.0041235224044717305,0.015623568221387336,0.022129570237331624,0.0007788875652891047,0.0453129295335838,0.018784935398148996,0.06212773756070741,0.010950242829652708,0.0182351324108861,0.03555392650966737,0.05158984697150188,0.014523962246861541,0.015165399065334921,0.005131494547787043,0.010675341336021259,0.00852194630257491,0.017776963254833685,0.02982681205901219,0.08292861724548703,0.005910382113076148,0.04517547878676807,0.04361770365618987,0.01951800604783286,0.00219921194905159,0.038577842939613305,0.0471914230733987,0.021304865756437277,0.004306790066892697,0.001924310455420141,0.002703198020709246,0.012508017960230917,0.0035737194172088334
Sample_032,0.01516491290122911,0.03457423291184013,0.013617472809266956,0.10089309399593244,0.053231939163498096,0.00946149084799717,0.037669113095764435,0.020735697232292863,0.004509682553718277,0.013352197364930585,0.024140065434609604,0.00022106287028030773,0.03996816694667964,0.017375541604032187,0.06494827128835441,0.012733221328145725,0.017552391900256432,0.036784861614643206,0.043107259704660006,0.018215580511097357,0.01923246971438677,0.005659209479175878,0.013042709346538155,0.00658767353435317,0.013352197364930585,0.0321867539128128,0.07560350163586524,0.00773720045981077,0.04761694225837828,0.03877442744716597,0.017110266159695818,0.0017242903881864002,0.0365637987443629,0.05283402599699354,0.026306481563356618,0.004067556813157662,0.0008400389070651694,0.005526571757007693,0.01233530816164117,0.004642320275886462
Sample_033,0.015308641975308642,0.03637860082304527,0.015637860082304528,0.09316872427983539,0.04823045267489712,0.011358024691358024,0.03654320987654321,0.02567901234567901,0.0024691358024691358,0.015473251028806584,0.01448559670781893,0.0006584362139917696,0.04,0.019094650205761315,0.0679835390946502,0.011193415637860082,0.01580246913580247,0.03802469135802469,0.05662551440329218,0.015637860082304528,0.01925925925925926,0.0049382716049382715,0.011193415637860082,0.00905349794238683,0.01646090534979424,0.02666666666666667,0.07407407407407407,0.0049382716049382715,0.052181069958847734,0.04049382716049383,0.01596707818930041,0.0019753086419753087,0.03670781893004115,0.04938271604938271,0.030452674897119343,0.002962962962962963,0.0019753086419753087,0.006255144032921811,0.010864197530864197,0.0044444444444444444
Sample_034,0.016593249196011135,0.027889630570494286,0.01813366483798611,0.09810015404156419,0.061346377320757775,0.014566386509201957,0.030267816123017054,0.024916898629840825,0.008566872956246792,0.013485393076237062,0.02453855092830311,0.00018917385076885657,0.040915601437721265,0.02556549468961976,0.06231927141042618,0.01516093289733265,0.017701267464800153,0.03642947869091695,0.045834121557711535,0.014296138150960733,0.019079534091830393,0.0036213280004323972,0.013971840121071265,0.005837364538010432,0.012701672837337512,0.027592357376428938,0.06821068562008485,0.006567035105261736,0.05123908872253601,0.03715914925816826,0.01813366483798611,0.0014863659703267303,0.03337567224279112,0.04415858173661595,0.02421425289841364,0.00662108477690998,0.004513147582628435,0.006215712239548144,0.016944572061724724,0.001540415641974975
Sample_035,0.019052507624022465,0.03155288505087714,0.015549986412633231,0.08704972976237205,0.055557233008243,0.008967662067091398,0.03019414837404511,0.01766357679881639,0.0028080557987861954,0.014674356109785923,0.017874935837434706,0.001690872308946526,0.04924665599806757,0.01612367523174009,0.07892750384975392,0.01591231619312177,0.019716778888251456,0.03378725203055648,0.04755578368912105,0.014946103445152329,0.020803768229717082,0.0073371780548929615,0.007699507835381503,0.007639119538633413,0.01796551828255684,0.03303239832120535,0.07862556236601347,0.006129412119931158,0.05984480207735741,0.03309278661795344,0.018599595398411786,0.0015700957154503458,0.030043177632174886,0.054500437815151424,0.022736193725655968,0.0010266010447175337,0.0015700957154503458,0.005283975965457894,0.009903680666686796,0.003744074398381594
Sample_036,0.01737242128121607,0.036614790686451924,0.01827723488961274,0.08686210640608034,0.05549523464832911,0.012757871878393051,0.037941850645433706,0.021926649776812645,0.0038303776088792377,0.01453733864157317,0.018186753528773074,0.0,0.04288816503800217,0.015231029074677284,0.07467728314633852,0.010918084207986489,0.01595487996139462,0.03269393171673302,0.04970442755459042,0.018096272167933407,0.016316805404753287,0.005006635299794909,0.015623114971649173,0.00835444565086259,0.01508022680661117,0.032905054892025574,0.08037760887923755,0.00579080709373869,0.05299191699843166,0.04147062371818072,0.010706961032693932,0.0015683435878875618,0.03697671612981059,0.047804318976957416,0.02256001930269031,0.0033779708046809023,0.0021413922065387863,0.005851128000965135,0.006484497526842803,0.004644709856436241
